sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source
12,text,3,20,24,0.020081516355276108,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,8.12,10.15,243,303,30.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,audio,1,5,9,0.028741223737597466,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,2.03,4.06,60,120,30.0,,
12,audio,2,30,34,0.021813971921801567,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,12.18,14.21,365,425,30.0,,
12,audio,3,45,49,0.018604671582579613,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,18.27,20.3,548,608,30.0,,
12,vision,1,45,49,0.033954937011003494,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,18.27,20.3,548,608,30.0,,
12,vision,2,25,29,0.02158556878566742,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,10.15,12.18,304,364,30.0,,
12,vision,3,5,9,0.011189856566488743,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,2.03,4.06,60,120,30.0,,
13,text,1,45,49,0.027402542531490326,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,7.8,8.666666666666666,234,259,30.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,text,2,5,9,0.021690664812922478,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,0.8666666666666666,1.7333333333333332,25,50,30.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,text,3,35,39,0.018067598342895508,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,6.066666666666666,6.933333333333333,182,206,30.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,audio,1,25,29,0.015229516662657261,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,4.333333333333333,5.2,130,155,30.0,,
13,audio,2,35,39,0.011076961643993855,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,6.066666666666666,6.933333333333333,182,206,30.0,,
13,audio,3,45,49,0.010784439742565155,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,7.8,8.666666666666666,234,259,30.0,,
13,vision,1,45,49,0.0003875756810884923,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,7.8,8.666666666666666,234,259,30.0,,
13,vision,2,10,14,0.00018065812764689326,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,1.7333333333333332,2.6,51,77,30.0,,
13,vision,3,0,4,0.00017079245299100876,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\13.mp4,attachment4_video,0.0,0.8666666666666666,0,24,30.0,,
14,text,1,25,29,0.030070647597312927,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,6.916666666666668,8.3,207,248,30.0,He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,raw_text; aligned relative window
14,text,2,45,49,0.029754329472780228,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,12.45,13.833333333333336,373,414,30.0,He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,raw_text; aligned relative window
14,text,3,5,9,0.014909359626471996,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,1.3833333333333335,2.766666666666667,41,82,30.0,He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,raw_text; aligned relative window
14,audio,1,45,49,0.03336382284760475,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,12.45,13.833333333333336,373,414,30.0,,
14,audio,2,15,19,0.02641994133591652,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,4.15,5.533333333333334,124,165,30.0,,
14,audio,3,35,39,0.026060981675982475,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,9.683333333333334,11.066666666666668,290,331,30.0,,
14,vision,1,15,19,0.021196939051151276,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,4.15,5.533333333333334,124,165,30.0,,
14,vision,2,30,34,0.020007655024528503,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,8.3,9.683333333333334,249,289,30.0,,
14,vision,3,0,4,0.0032180692069232464,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\14.mp4,attachment4_video,0.0,1.3833333333333335,0,40,30.0,,
15,text,1,15,19,0.026691269129514694,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,2.2,2.933333333333333,66,87,30.0,"However, despite their poverty, the family prioritize education because they believed in its power to transform lives",raw_text; aligned relative window
15,text,2,30,34,0.02662409469485283,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,4.4,5.133333333333333,132,153,30.0,"However, despite their poverty, the family prioritize education because they believed in its power to transform lives",raw_text; aligned relative window
15,text,3,45,49,0.019552867859601974,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,6.6,7.333333333333332,198,218,30.0,"However, despite their poverty, the family prioritize education because they believed in its power to transform lives",raw_text; aligned relative window
15,audio,1,10,14,0.033474598079919815,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,1.4666666666666666,2.2,44,65,30.0,,
15,audio,2,25,29,0.02196483127772808,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,3.666666666666666,4.4,109,131,30.0,,
15,audio,3,35,39,0.02184263803064823,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,5.133333333333333,5.866666666666666,154,175,30.0,,
15,vision,1,15,19,0.019628474488854408,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,2.2,2.933333333333333,66,87,30.0,,
15,vision,2,5,9,0.013672031462192535,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,0.7333333333333333,1.4666666666666666,22,43,30.0,,
15,vision,3,40,44,0.01175364013761282,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\15.mp4,attachment4_video,5.866666666666666,6.6,176,197,30.0,,
16,text,1,20,24,0.008346564136445522,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,2.2266666666666666,2.783333333333333,66,82,30.0,"It's a terrible, this is a terrible movie",raw_text; aligned relative window
16,text,2,0,4,0.00779653899371624,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,0.0,0.5566666666666666,0,15,30.0,"It's a terrible, this is a terrible movie",raw_text; aligned relative window
16,text,3,45,49,0.00735977990552783,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,5.01,5.566666666666666,150,166,30.0,"It's a terrible, this is a terrible movie",raw_text; aligned relative window
16,audio,1,5,9,0.013631043955683708,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,0.5566666666666666,1.1133333333333333,16,32,30.0,,
16,audio,2,30,34,0.0033781863749027252,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,3.34,3.8966666666666665,100,115,30.0,,
16,audio,3,45,49,0.0033313739113509655,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,5.01,5.566666666666666,150,166,30.0,,
16,vision,1,5,9,0.022300269454717636,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,0.5566666666666666,1.1133333333333333,16,32,30.0,,
16,vision,2,40,44,0.004995725117623806,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,4.453333333333333,5.01,133,149,30.0,,
16,vision,3,30,34,0.004983710125088692,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\16.mp4,attachment4_video,3.34,3.8966666666666665,100,115,30.0,,
17,text,1,25,29,0.026378042995929718,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,6.983333333333333,8.38,209,250,30.0,"Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",raw_text; aligned relative window
17,text,2,15,19,0.025855913758277893,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,4.19,5.586666666666666,125,166,30.0,"Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",raw_text; aligned relative window
17,text,3,40,44,0.020302295684814453,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,11.173333333333332,12.57,335,376,30.0,"Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",raw_text; aligned relative window
17,audio,1,10,14,0.012418454512953758,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,2.793333333333333,4.19,83,124,30.0,,
17,audio,2,20,24,0.01132697518914938,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,5.586666666666666,6.983333333333333,167,208,30.0,,
17,audio,3,35,39,0.009262122213840485,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,9.776666666666666,11.173333333333332,293,334,30.0,,
17,vision,1,15,19,0.004026040434837341,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,4.19,5.586666666666666,125,166,30.0,,
17,vision,2,0,4,0.0020801774226129055,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,0.0,1.3966666666666665,0,40,30.0,,
17,vision,3,40,44,0.0007835809956304729,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\17.mp4,attachment4_video,11.173333333333332,12.57,335,376,30.0,,
18,text,1,30,34,0.09748027473688126,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,13.72,16.006666666666668,411,479,30.0,"'-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",raw_text; aligned relative window
18,text,2,45,49,0.0702715814113617,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,20.58,22.866666666666664,617,684,30.0,"'-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",raw_text; aligned relative window
18,text,3,5,9,0.051008157432079315,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,2.286666666666667,4.573333333333334,68,136,30.0,"'-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",raw_text; aligned relative window
18,audio,1,45,49,0.07051897048950195,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,20.58,22.866666666666664,617,684,30.0,,
18,audio,2,25,29,0.05497431755065918,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,11.433333333333332,13.72,342,410,30.0,,
18,audio,3,15,19,0.04704693332314491,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,6.86,9.146666666666668,205,273,30.0,,
18,vision,1,25,29,0.024444997310638428,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,11.433333333333332,13.72,342,410,30.0,,
18,vision,2,35,39,0.008887252770364285,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,16.006666666666668,18.293333333333337,480,547,30.0,,
18,vision,3,10,14,0.00870009046047926,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\18.mp4,attachment4_video,4.573333333333334,6.86,137,204,30.0,,
19,text,1,25,29,0.11505120247602463,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,9.35,11.22,280,335,30.0,"People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",raw_text; aligned relative window
19,text,2,45,49,0.08659789711236954,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,16.83,18.7,504,560,30.0,"People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",raw_text; aligned relative window
19,text,3,0,4,0.0631074532866478,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,0.0,1.87,0,55,30.0,"People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",raw_text; aligned relative window
19,audio,1,5,9,0.03157341852784157,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,1.87,3.74,56,111,30.0,,
19,audio,2,40,44,0.0288454107940197,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,14.96,16.83,448,503,30.0,,
19,audio,3,15,19,0.019989565014839172,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,5.61,7.48,168,223,30.0,,
19,vision,1,30,34,0.017086001113057137,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,11.22,13.09,336,391,30.0,,
19,vision,2,45,49,0.016872776672244072,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,16.83,18.7,504,560,30.0,,
19,vision,3,20,24,0.0015682564117014408,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\19.mp4,attachment4_video,7.48,9.35,224,279,30.0,,
20,text,1,45,49,0.10170400142669678,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,16.83,18.7,504,560,30.0,"And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",raw_text; aligned relative window
20,text,2,30,34,0.030396804213523865,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,11.22,13.09,336,391,30.0,"And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",raw_text; aligned relative window
20,text,3,10,14,0.02620747685432434,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,3.74,5.61,112,167,30.0,"And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",raw_text; aligned relative window
20,audio,1,45,49,0.04261798784136772,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,16.83,18.7,504,560,30.0,,
20,audio,2,5,9,0.012050515972077847,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,1.87,3.74,56,111,30.0,,
20,audio,3,35,39,0.010956445708870888,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,13.09,14.96,392,447,30.0,,
20,vision,1,45,49,0.04959310218691826,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,16.83,18.7,504,560,30.0,,
20,vision,2,30,34,0.017992716282606125,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,11.22,13.09,336,391,30.0,,
20,vision,3,10,14,0.009409058839082718,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\20.mp4,attachment4_video,3.74,5.61,112,167,30.0,,
