row_number,video_id,clip_id,sample_id,text,label,annotation,feature_row_index,video_path,source_file_exists,source_file_size_bytes,source_file_sha256,duration_sec,text_tokens,text_valid_windows,audio_valid_windows,vision_valid_windows,text_dim,audio_dim,vision_dim,status,anomalies
59,'-wny0OAz3g8,1,'-wny0OAz3g8_1,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",0.3333333432674408,Positive,57,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\1.mp4,1,1001717,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,6.833333333333333,28,28,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
60,'-wny0OAz3g8,0,'-wny0OAz3g8_0,trade labor unions didn’t allow Black workers to join,0.3333333432674408,Positive,58,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\0.mp4,1,458092,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,3.3333333333333335,11,11,50,50,72,20,20,ok,
61,'-wny0OAz3g8,3,'-wny0OAz3g8_3,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,-1.3333333730697632,Negative,59,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\3.mp4,1,1314050,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,6.133333333333334,20,20,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
62,'-wny0OAz3g8,2,'-wny0OAz3g8_2,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",-0.3333333432674408,Negative,60,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\2.mp4,1,1365442,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,6.566666666666666,28,28,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
63,'-wny0OAz3g8,5,'-wny0OAz3g8_5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",1.0,Positive,61,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\5.mp4,1,1349104,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,6.8,23,23,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
64,'-wny0OAz3g8,7,'-wny0OAz3g8_7,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,0.0,Neutral,62,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\7.mp4,1,1016813,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,8.0,29,29,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
65,'-wny0OAz3g8,9,'-wny0OAz3g8_9,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",0.6666666865348816,Positive,63,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-wny0OAz3g8\9.mp4,1,1322886,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,6.1,22,22,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
66,'-571d8cVauQ,0,'-571d8cVauQ_0,"This is Rhett Reiger, White Caspian Studios on behalf of Expert Village.",0.0,Neutral,64,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-571d8cVauQ\0.mp4,1,259577,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088,5.066666666666666,14,14,50,50,72,20,20,ok,
67,'-571d8cVauQ,5,'-571d8cVauQ_5,"So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there and let everybody knows this is a very valuable spot.",0.3333333432674408,Positive,65,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-571d8cVauQ\5.mp4,1,813771,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e,15.166666666666666,49,49,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
68,'-I_e4mIh0yE,1,'-I_e4mIh0yE_1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,-0.6666666865348816,Negative,66,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-I_e4mIh0yE\1.mp4,1,487464,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,7.5,19,19,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
69,'-I_e4mIh0yE,3,'-I_e4mIh0yE_3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",0.6666666865348816,Positive,67,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-I_e4mIh0yE\3.mp4,1,425914,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,9.033333333333333,25,25,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
70,'-UacrmKiTn4,10,'-UacrmKiTn4_10,"Because, if they are not in any way held accountable for reading the material they won't do it.",-0.6666666865348816,Negative,68,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-UacrmKiTn4\10.mp4,1,486491,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,7.266666666666667,20,20,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
71,'-UacrmKiTn4,4,'-UacrmKiTn4_4,Just given to their own devices they are not going to read the textbook.,-1.3333333730697632,Negative,69,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-UacrmKiTn4\4.mp4,1,249701,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,4.733333333333333,15,15,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
72,'-hnBHBN8p5A,7,'-hnBHBN8p5A_7,"Picture this, before we actually start hacking, we’re in a room formal setting",0.6666666865348816,Positive,70,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-hnBHBN8p5A\7.mp4,1,1409433,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,7.3406666666666665,17,17,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
73,'-hnBHBN8p5A,6,'-hnBHBN8p5A_6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",1.0,Positive,71,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-hnBHBN8p5A\6.mp4,1,1661111,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,6.38137189781022,14,14,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
74,'-qDkUB0GgYY,6,'-qDkUB0GgYY_6,"We always love to hear what you say, and like and share this video as well.",1.3333333730697632,Positive,72,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-qDkUB0GgYY\6.mp4,1,404331,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,4.666666666666667,18,18,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
75,'-uywlfIYOS8,4,'-uywlfIYOS8_4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",0.3333333432674408,Positive,73,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-uywlfIYOS8\4.mp4,1,557194,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,5.966666666666667,20,20,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
76,'-6rXp3zJ3kc,8,'-6rXp3zJ3kc_8,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,-1.0,Negative,74,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-6rXp3zJ3kc\8.mp4,1,567350,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,12.8,35,35,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
77,'-9y-fZ3swSY,0,'-9y-fZ3swSY_0,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",1.0,Positive,75,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-9y-fZ3swSY\0.mp4,1,965453,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,6.833333333333333,28,28,50,50,72,20,20,ok,
78,'-9y-fZ3swSY,4,'-9y-fZ3swSY_4,I’ve seen this in US or in the US,0.0,Neutral,76,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-9y-fZ3swSY\4.mp4,1,1486121,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,2.7,11,11,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
79,'-9y-fZ3swSY,8,'-9y-fZ3swSY_8,That’s a more decent and more polite way to call a lady,1.6666666269302368,Positive,77,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-9y-fZ3swSY\8.mp4,1,1715052,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,4.966666666666667,14,14,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
80,'-AUZQgSxyPQ,2,'-AUZQgSxyPQ_2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",0.6666666865348816,Positive,78,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-AUZQgSxyPQ\2.mp4,1,4550251,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,22.466666666666665,46,46,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
81,'-HeZS2-Prhc,2,'-HeZS2-Prhc_2,The August jobs report is out and it was seen overall as solid but not great.,0.6666666865348816,Positive,79,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-HeZS2-Prhc\2.mp4,1,896960,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,8.2,17,17,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
82,'-MeTTeMJBNc,0,'-MeTTeMJBNc_0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",0.3333333432674408,Positive,80,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-MeTTeMJBNc\0.mp4,1,350827,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,9.3,24,24,50,50,72,20,20,ok,
83,'-MeTTeMJBNc,13,'-MeTTeMJBNc_13,"It just needs to be a simple statement, and then you present the gift.",0.3333333432674408,Positive,81,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-MeTTeMJBNc\13.mp4,1,271826,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,5.3,16,16,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
84,'-MeTTeMJBNc,7,'-MeTTeMJBNc_7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",1.3333333730697632,Positive,82,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-MeTTeMJBNc\7.mp4,1,632477,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,10.466666666666667,33,33,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
85,'-RfYyzHpjk4,11,'-RfYyzHpjk4_11,"So get your friends lined up, get your business colleagues lined up and have a good time.",2.0,Positive,83,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-RfYyzHpjk4\11.mp4,1,2061678,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,5.133333333333334,19,19,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
86,'-RfYyzHpjk4,8,'-RfYyzHpjk4_8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",0.3333333432674408,Positive,84,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-RfYyzHpjk4\8.mp4,1,2256195,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,4.566666666666666,19,19,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
87,'-RfYyzHpjk4,2,'-RfYyzHpjk4_2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",0.3333333432674408,Positive,85,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-RfYyzHpjk4\2.mp4,1,1138330,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,5.466666666666667,27,27,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
88,'-UUCSKoHeMA,0,'-UUCSKoHeMA_0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",0.0,Neutral,86,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-UUCSKoHeMA\0.mp4,1,286208,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,7.8,22,22,50,50,72,20,20,ok,
89,'-ri04Z7vwnc,0,'-ri04Z7vwnc_0,going to get married or are already married,0.0,Neutral,87,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-ri04Z7vwnc\0.mp4,1,188321,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,2.794455977496484,8,8,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
90,'-ri04Z7vwnc,2,'-ri04Z7vwnc_2,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",-0.3333333432674408,Negative,88,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-ri04Z7vwnc\2.mp4,1,460082,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,5.96428688085676,20,20,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
91,'-ri04Z7vwnc,5,'-ri04Z7vwnc_5,""" So I think it's important to discuss finances",0.3333333432674408,Positive,89,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-ri04Z7vwnc\5.mp4,1,550439,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,3.461788419405321,9,9,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
92,'-s9qJ7ATP7w,1,'-s9qJ7ATP7w_1,"But the hardest thing in life to learn, is to lose",0.6666666865348816,Positive,90,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\1.mp4,1,1431603,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,4.666666666666667,12,12,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
93,'-s9qJ7ATP7w,0,'-s9qJ7ATP7w_0,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",-0.3333333432674408,Negative,91,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\0.mp4,1,890272,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,6.8,28,28,50,50,72,20,20,ok,
94,'-s9qJ7ATP7w,5,'-s9qJ7ATP7w_5,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",-2.0,Negative,92,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\5.mp4,1,1432255,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,8.433333333333334,20,20,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
95,'-s9qJ7ATP7w,4,'-s9qJ7ATP7w_4,"I have lost at everything you can imagine, seriously",0.0,Neutral,93,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\4.mp4,1,639360,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,4.3,10,10,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
96,'-s9qJ7ATP7w,7,'-s9qJ7ATP7w_7,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",1.0,Positive,94,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\7.mp4,1,1601944,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,6.9,34,34,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
97,'-s9qJ7ATP7w,6,'-s9qJ7ATP7w_6,But I just kept going,0.0,Neutral,95,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\6.mp4,1,839808,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,2.3666666666666667,5,5,49,50,72,20,20,warning,video_header_decoded_frame_count_mismatch;audio_partial_window_coverage
98,'-s9qJ7ATP7w,8,'-s9qJ7ATP7w_8,""" And I said, ""Oh, make a profit, and all these other things",1.3333333730697632,Positive,96,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-s9qJ7ATP7w\8.mp4,1,781494,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,3.2333333333333334,17,17,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
99,'-yRb-Jum7EQ,1,'-yRb-Jum7EQ_1,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",0.0,Neutral,97,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-yRb-Jum7EQ\1.mp4,1,5017520,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,29.166666666666668,55,50,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
100,'-yRb-Jum7EQ,5,'-yRb-Jum7EQ_5,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",-0.6666666865348816,Negative,98,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-yRb-Jum7EQ\5.mp4,1,1599984,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,13.133333333333333,29,29,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
101,'-yRb-Jum7EQ,6,'-yRb-Jum7EQ_6,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",0.0,Neutral,99,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_1_raw_multimodal_samples\mosei_raw_videos_100\-yRb-Jum7EQ\6.mp4,1,1779127,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,11.2,22,22,50,50,72,20,20,warning,video_header_decoded_frame_count_mismatch
